school,year,games,wins,losses,ties,preseason_rank,postseason_rank,srs,sp_overall,sp_offense,sp_defense,first_name,last_name,hire_date
Oklahoma,2019,14,12,2,0,4,7,20.1,22.9,46.1,24.9,Lincoln,Riley,2017-06-07T00:00:00.000Z
Oregon State,1998,11,5,6,0,,,2.0,2.2,32.7,31.9,Mike,Riley,
Oregon State,2003,13,8,5,0,,,10.3,16.3,41.3,28.2,Mike,Riley,
Oregon State,2004,12,7,5,0,,,14.3,17.5,39.1,23.3,Mike,Riley,
Oregon State,2005,11,5,6,0,,,-1.0,1.5,26.6,25.2,Mike,Riley,
Oregon State,2006,14,10,4,0,,21,10.5,11.3,31,21,Mike,Riley,
Oregon State,2007,13,9,4,0,,25,10.6,11.6,25.6,13.5,Mike,Riley,
Oregon State,2008,13,9,4,0,,18,11.7,14.2,33.7,19.1,Mike,Riley,
Oregon State,2009,13,8,5,0,,,8.4,12.6,35.3,24.7,Mike,Riley,
Oregon State,2010,12,5,7,0,24,,11.2,4.6,30.6,25.5,Mike,Riley,
Oregon State,2011,12,3,9,0,,,-1.0,-5.2,25.2,30.6,Mike,Riley,
Oregon State,2012,13,9,4,0,,20,14.9,16.4,33.2,19,Mike,Riley,
Oregon State,2013,13,7,6,0,25,,12.9,11.9,38,26.6,Mike,Riley,
Oregon State,2014,12,5,7,0,,,-1.6,3.2,30.3,27.9,Mike,Riley,
Nebraska,2015,13,6,7,0,,,6.6,11.1,35.4,25,Mike,Riley,
Nebraska,2016,13,9,4,0,,,6.9,10.3,37.7,28.3,Mike,Riley,
Nebraska,2017,12,4,8,0,,,-0.9,2.5,25.6,23.7,Mike,Riley,
Baylor,1998,11,2,9,0,,,-1.0,-2.4,27.8,30.1,Dave,Roberts,
Arkansas State,2002,13,6,7,0,,,-16.6,-20.9,19.1,37.7,Steve,Roberts,
Arkansas State,2003,12,5,7,0,,,-24.9,-32.6,18.7,44,Steve,Roberts,
Arkansas State,2004,11,3,8,0,,,-20.0,-19.7,23.3,39.8,Steve,Roberts,
Arkansas State,2005,12,6,6,0,,,-20.2,-15.6,18.5,34.1,Steve,Roberts,
Arkansas State,2006,12,6,6,0,,,-17.5,-21.8,11,31,Steve,Roberts,
Arkansas State,2007,12,5,7,0,,,-10.0,-15.9,19,33.2,Steve,Roberts,
Arkansas State,2008,12,6,6,0,,,-10.4,-9.5,22.8,32.3,Steve,Roberts,
Arkansas State,2009,12,4,8,0,,,-12.0,-18.2,14.5,33.1,Steve,Roberts,
Arkansas State,2010,12,4,8,0,,,-8.1,-15.9,24.5,39.1,Steve,Roberts,
Syracuse,2005,11,1,10,0,,,-9.0,-10.7,12.6,23.4,Greg,Robinson,
Syracuse,2006,12,4,8,0,,,-2.6,-3.6,20.2,25.7,Greg,Robinson,
Syracuse,2007,12,2,10,0,,,-12.3,-11.7,22,33.6,Greg,Robinson,
Syracuse,2008,12,3,9,0,,,-11.2,-14.6,19.3,35.4,Greg,Robinson,
UNLV,1999,11,3,8,0,,,-18.7,-20.2,16.7,35.5,John,Robinson,
UNLV,2000,13,8,5,0,,,2.6,0.4,30.4,30.5,John,Robinson,
UNLV,2001,11,4,7,0,,,-2.2,-2.7,29.6,32.4,John,Robinson,
UNLV,2002,12,5,7,0,,,-8.7,-10.4,29.2,37.2,John,Robinson,
UNLV,2003,12,6,6,0,,,-1.3,1.4,27.4,26.6,John,Robinson,
UNLV,2004,11,2,9,0,,,-9.9,-14.3,26.7,37.7,John,Robinson,
West Virginia,2001,11,3,8,0,,,-0.3,2.8,29,27.1,Rich,Rodriguez,
West Virginia,2002,13,9,4,0,,25,8.4,13.7,38.7,26.6,Rich,Rodriguez,
West Virginia,2003,13,8,5,0,,,7.8,12.7,37.2,26.3,Rich,Rodriguez,
West Virginia,2004,12,8,4,0,10,,5.9,8.1,33.8,27.6,Rich,Rodriguez,
West Virginia,2005,12,11,1,0,,5,16.6,15.8,33.3,17.6,Rich,Rodriguez,
West Virginia,2006,13,11,2,0,5,10,17.2,25.4,41.2,17.3,Rich,Rodriguez,
West Virginia,2007,12,10,2,0,3,6,24.4,28.2,41.7,14.4,Rich,Rodriguez,
Michigan,2008,12,3,9,0,,,-5.3,1.6,20.5,19.2,Rich,Rodriguez,
Michigan,2009,12,5,7,0,,,-3.5,8.2,32.6,25.6,Rich,Rodriguez,
Michigan,2010,13,7,6,0,,,0.6,7.7,40.2,30.6,Rich,Rodriguez,
Arizona,2012,13,8,5,0,,,8.5,8.2,40.7,31.5,Rich,Rodriguez,
Arizona,2013,13,8,5,0,,,14.1,14.6,37.2,21.1,Rich,Rodriguez,
Arizona,2014,14,10,4,0,,19,10.7,7.6,33.4,25.7,Rich,Rodriguez,
Arizona,2015,13,7,6,0,22,,-0.1,4.7,38,31.6,Rich,Rodriguez,
Arizona,2016,12,3,9,0,,,-4.9,-4.5,29.6,32.4,Rich,Rodriguez,
Arizona,2017,13,7,6,0,,,3.4,3.7,38.1,33.9,Rich,Rodriguez,
Hawai'i,2016,14,7,7,0,,,-11.4,-10.1,28.6,40.8,Nick,Rolovich,
Hawai'i,2017,12,3,9,0,,,-20.3,-19.7,23.3,40.4,Nick,Rolovich,
Hawai'i,2018,14,8,6,0,,,-10.1,-10.4,29.5,39.5,Nick,Rolovich,
Hawai'i,2019,15,10,5,0,,,-2.3,-1.9,34.7,35.8,Nick,Rolovich,
Duke,2003,5,2,3,0,,,-5.1,-4,27.2,31.3,Ted,Roof,
Duke,2004,11,2,9,0,,,-7.0,-7.6,25.1,32.1,Ted,Roof,
Duke,2005,11,1,10,0,,,-16.9,-20.2,14.7,35,Ted,Roof,
Duke,2006,12,0,12,0,,,-14.6,-19.5,13.8,31.6,Ted,Roof,
Duke,2007,12,1,11,0,,,-11.4,-22,15.7,34.8,Ted,Roof,
Colorado,2018,1,0,1,0,,,-2.4,-0.7,27,27.2,Kurt,Roper,
Army,2004,11,2,9,0,,,-14.0,-15.6,29.5,41.2,Bobby,Ross,
Army,2005,11,4,7,0,,,-7.8,-16.3,14.7,31,Bobby,Ross,
Army,2006,12,3,9,0,,,-16.4,-24.3,8.4,33.5,Bobby,Ross,
Michigan State,1998,12,6,6,0,23,,9.3,14.1,38.5,26.1,Nick,Saban,
Michigan State,1999,11,9,2,0,,7,18.2,23,41.5,20.5,Nick,Saban,
LSU,2000,12,8,4,0,,22,5.8,11,32.1,22.7,Nick,Saban,
LSU,2001,13,10,3,0,14,7,14.3,20.2,42.2,25,Nick,Saban,
LSU,2002,13,8,5,0,14,,9.5,14.5,32.4,19,Nick,Saban,
LSU,2003,14,13,1,0,14,2,25.4,30.9,41.9,11.2,Nick,Saban,
LSU,2004,12,9,3,0,4,16,14.3,19.5,36.2,18.4,Nick,Saban,
Alabama,2007,13,7,6,0,,,8.3,12.8,30.1,17.2,Nick,Saban,
Alabama,2008,14,12,2,0,24,6,17.9,23,34.2,10.9,Nick,Saban,
Alabama,2009,14,14,0,0,5,1,27.5,30.2,35,6.5,Nick,Saban,
Alabama,2010,13,10,3,0,1,10,24.1,30.1,43.9,14.2,Nick,Saban,
Alabama,2011,13,12,1,0,2,1,30.5,32.5,39.3,6.4,Nick,Saban,
Alabama,2012,14,13,1,0,2,1,32.2,36.5,45.7,10.7,Nick,Saban,
Alabama,2013,13,11,2,0,1,7,25.4,34.1,45.6,12.3,Nick,Saban,
Alabama,2014,14,12,2,0,2,4,26.5,34.3,44.5,10.7,Nick,Saban,
Alabama,2015,15,14,1,0,3,1,27.3,29,37.7,9.1,Nick,Saban,
Alabama,2016,15,14,1,0,1,2,33.6,31.7,40,8.6,Nick,Saban,
Alabama,2017,14,13,1,0,1,1,26.3,33.5,38.7,5.6,Nick,Saban,
Alabama,2018,15,14,1,0,1,,33.5,36.3,50.9,14.2,Nick,Saban,
Alabama,2019,13,11,2,0,2,8,28.8,32.4,47.7,14.6,Nick,Saban,
New Mexico State,1998,11,3,8,0,,,-15.6,-17,34.6,45.6,Tony,Samuel,
New Mexico State,1999,11,6,5,0,,,-10.6,-11.3,26.3,35.1,Tony,Samuel,
New Mexico State,2000,11,3,8,0,,,-9.2,-11.3,31.9,39.7,Tony,Samuel,
New Mexico State,2001,12,5,7,0,,,-13.0,-15.3,28.7,40,Tony,Samuel,
New Mexico State,2002,12,7,5,0,,,-6.3,-12.4,28.5,37.7,Tony,Samuel,
New Mexico State,2003,12,3,9,0,,,-13.6,-17.7,22.5,37.7,Tony,Samuel,
New Mexico State,2004,11,5,6,0,,,-9.8,-4.4,33,36.5,Tony,Samuel,
UNLV,2015,12,3,9,0,,,-15.0,-16.2,24.2,39.9,Tony,Sanchez,
UNLV,2016,12,4,8,0,,,-15.3,-14.3,26.7,40.4,Tony,Sanchez,
UNLV,2017,12,5,7,0,,,-9.9,-14.5,26.2,39.8,Tony,Sanchez,
UNLV,2018,12,4,8,0,,,-14.7,-11.1,30.7,38.9,Tony,Sanchez,
UNLV,2019,12,4,8,0,,,-16.5,-17.4,19.3,36.1,Tony,Sanchez,
UNLV,2005,11,2,9,0,,,-18.3,-15.3,19.8,35.1,Mike,Sanford,
UNLV,2006,12,2,10,0,,,-14.4,-14.5,17.1,30.1,Mike,Sanford,
UNLV,2007,12,2,10,0,,,-11.2,-13.5,18.6,32.6,Mike,Sanford,
UNLV,2008,12,5,7,0,,,-9.3,-12.4,24.1,36.5,Mike,Sanford,
UNLV,2009,12,5,7,0,,,-11.8,-11.5,25.4,36.1,Mike,Sanford,
Western Kentucky,2017,13,6,7,0,,,-15.0,-4.9,25.5,30,Mike,Sanford,
Western Kentucky,2018,12,3,9,0,,,-15.2,-16.1,17.9,31.8,Mike,Sanford,
Washington,2009,12,5,7,0,,,2.9,-0.2,29.9,30.5,Steve,Sarkisian,
Washington,2010,13,7,6,0,,,5.1,3.2,29.2,26,Steve,Sarkisian,
Washington,2011,13,7,6,0,,,3.4,3.9,36.4,34.4,Steve,Sarkisian,
Washington,2012,13,7,6,0,,,4.0,6.1,27.7,20,Steve,Sarkisian,
Washington,2013,12,8,4,0,,25,19.8,20.5,37.6,18.3,Steve,Sarkisian,
USC,2014,13,9,4,0,15,20,16.6,17.1,38.8,22.5,Steve,Sarkisian,
Appalachian State,2014,12,7,5,0,,,-8.2,-8.3,26.2,32,Scott,Satterfield,
Appalachian State,2015,13,11,2,0,,,2.4,7.9,33.2,25.1,Scott,Satterfield,
Appalachian State,2016,13,10,3,0,,,5.0,9.2,30,20.5,Scott,Satterfield,
Appalachian State,2017,13,9,4,0,,,1.6,3.8,29.5,24.8,Scott,Satterfield,
Appalachian State,2018,12,10,2,0,,,10.7,11.9,30,19,Scott,Satterfield,
Louisville,2019,13,8,5,0,,,0.1,0.2,34.6,33.6,Scott,Satterfield,
Tulane,1999,11,3,8,0,,,-9.5,-10.8,33.2,40.7,Chris,Scelfo,
Tulane,2000,11,6,5,0,,,-8.2,-10.3,33.2,40.4,Chris,Scelfo,
Tulane,2001,12,3,9,0,,,-12.9,-11.3,39.3,44.8,Chris,Scelfo,
Tulane,2002,13,8,5,0,,,-0.2,1,30.1,29.9,Chris,Scelfo,
Tulane,2003,12,5,7,0,,,-11.6,-12.8,34.4,42.4,Chris,Scelfo,
Tulane,2004,11,5,6,0,,,-10.6,-14.1,30.9,41,Chris,Scelfo,
Tulane,2005,11,2,9,0,,,-18.5,-17.1,14.8,31.9,Chris,Scelfo,
Tulane,2006,12,4,8,0,,,-15.7,-15,18.9,32.6,Chris,Scelfo,
Memphis,1998,11,2,9,0,,,-11.1,-13,25.9,36.5,Rip,Scherer,
Memphis,1999,11,5,6,0,,,6.0,8.6,26.5,18.4,Rip,Scherer,
Memphis,2000,11,4,7,0,,,-7.0,-9.4,15.7,24.3,Rip,Scherer,
Rutgers,2001,11,2,9,0,,,-17.4,-20.8,18.7,37.1,Greg,Schiano,
Rutgers,2002,12,1,11,0,,,-16.3,-16.9,20,35.3,Greg,Schiano,
Rutgers,2003,12,5,7,0,,,-1.0,0,34.7,34.8,Greg,Schiano,
Rutgers,2004,11,4,7,0,,,-6.8,-6.7,30.9,36.3,Greg,Schiano,
Rutgers,2005,12,7,5,0,,,1.6,4,29.5,25.5,Greg,Schiano,
Rutgers,2006,13,11,2,0,,12,15.5,14.8,27.9,14.1,Greg,Schiano,
Rutgers,2007,13,8,5,0,16,,8.4,14.3,37,22.2,Greg,Schiano,
Rutgers,2008,13,8,5,0,,,6.9,2.4,28.8,25.2,Greg,Schiano,
Rutgers,2009,13,9,4,0,,,5.5,3.1,22.1,19,Greg,Schiano,
Rutgers,2010,12,4,8,0,,,-9.7,-11.7,17,27.7,Greg,Schiano,
Rutgers,2011,13,9,4,0,,,5.4,0.8,20.5,19.3,Greg,Schiano,
Florida Atlantic,2004,12,9,3,0,,,-13.2,-11.7,18.6,29.2,Howard,Schnellenberger,
Florida Atlantic,2005,11,2,9,0,,,-24.9,-24.9,9.8,34.6,Howard,Schnellenberger,
Florida Atlantic,2006,12,5,7,0,,,-16.6,-19.6,9.8,28.2,Howard,Schnellenberger,
Florida Atlantic,2007,13,8,5,0,,,-4.6,-12.5,25.1,36.1,Howard,Schnellenberger,
Florida Atlantic,2008,13,7,6,0,,,-10.4,-8.5,25.5,33.6,Howard,Schnellenberger,
Florida Atlantic,2009,12,5,7,0,,,-12.3,-17.3,25.8,42.6,Howard,Schnellenberger,
Florida Atlantic,2010,12,4,8,0,,,-20.4,-22.8,14.5,36.6,Howard,Schnellenberger,
Florida Atlantic,2011,12,1,11,0,,,-27.1,-30.7,6.6,35.4,Howard,Schnellenberger,
South Carolina,1998,11,1,10,0,,,-7.2,-6.7,27.1,33.1,Brad,Scott,
Syracuse,2013,13,6,6,0,,,0.6,0,25.9,23.2,Scott,Shafer,
Syracuse,2014,12,3,9,0,,,-3.9,-2.1,18.8,20.9,Scott,Shafer,
Syracuse,2015,12,4,8,0,,,-0.9,-3.9,30,33.2,Scott,Shafer,
Miami,2007,12,5,7,0,,,-3.3,3.2,25,19.9,Randy,Shannon,
Miami,2008,13,7,6,0,,,6.1,10.9,26.8,17.9,Randy,Shannon,
Miami,2009,13,9,4,0,,19,15.3,25,38.5,15.1,Randy,Shannon,
Miami,2010,12,7,5,0,13,,9.8,21.6,34.9,14,Randy,Shannon,
Florida,2017,4,1,3,0,17,,-0.9,10.1,30.8,22.4,Randy,Shannon,
Stanford,2011,13,11,2,0,7,7,23.4,20,44.6,24.5,David,Shaw,2011-12-13T00:00:00.000Z
Stanford,2012,14,12,2,0,21,7,15.7,15.3,29.2,14.2,David,Shaw,2011-12-13T00:00:00.000Z
Stanford,2013,14,11,3,0,4,11,22.5,21.7,35.8,15.5,David,Shaw,2011-12-13T00:00:00.000Z
Stanford,2014,13,8,5,0,11,,15.1,21.4,33.5,12,David,Shaw,2011-12-13T00:00:00.000Z
Stanford,2015,14,12,2,0,21,3,20.6,22.8,44.5,24.5,David,Shaw,2011-12-13T00:00:00.000Z
Stanford,2016,13,10,3,0,8,12,12.7,16.4,31.2,17.5,David,Shaw,2011-12-13T00:00:00.000Z
Stanford,2017,14,9,5,0,14,20,12.5,15.8,37.7,24.5,David,Shaw,2011-12-13T00:00:00.000Z
Stanford,2018,13,9,4,0,13,,8.3,13,35.4,24.3,David,Shaw,2011-12-13T00:00:00.000Z
Stanford,2019,12,4,8,0,25,,-1.9,-4.7,27.2,32.2,David,Shaw,2011-12-13T00:00:00.000Z
Rutgers,1998,11,5,6,0,,,-10.7,-11.1,30.1,38.7,Terry,Shea,
Rutgers,1999,11,1,10,0,,,-17.1,-20.1,23.3,39.9,Terry,Shea,
Rutgers,2000,11,3,8,0,,,-12.2,-9.5,31.4,38.5,Terry,Shea,
Texas A&M,2008,12,4,8,0,,,-7.0,-5.6,27.4,33.1,Mike,Sherman,
Texas A&M,2009,13,6,7,0,,,4.0,7.6,35.4,26.9,Mike,Sherman,
Texas A&M,2010,13,9,4,0,,19,13.1,13.8,32,17.9,Mike,Sherman,
Texas A&M,2011,12,6,6,0,8,,16.0,22.7,41.8,20.5,Mike,Sherman,
Mississippi State,1998,13,8,5,0,,,7.5,8.9,31.4,24,Jackie,Sherrill,
Mississippi State,1999,12,10,2,0,,13,10.1,10,24.7,15.5,Jackie,Sherrill,
Mississippi State,2000,12,8,4,0,,24,10.4,16.3,42,28.7,Jackie,Sherrill,
Mississippi State,2001,11,3,8,0,20,,0.9,5,28.8,25,Jackie,Sherrill,
Mississippi State,2002,12,3,9,0,,,-8.9,-11.5,22.9,33,Jackie,Sherrill,
Mississippi State,2003,12,2,10,0,,,-14.2,-12.4,30.4,39.4,Jackie,Sherrill,
Alabama,2003,13,4,9,0,0,0,6.3,16.2,38.4,24,Mike,Shula,
Alabama,2004,12,6,6,0,0,0,7.8,9.2,27.8,19.2,Mike,Shula,
Alabama,2005,12,10,2,0,0,8,12.1,19.8,28.1,8.3,Mike,Shula,
Alabama,2006,13,6,7,0,0,0,7.0,11.4,28.7,16.5,Mike,Shula,
Oklahoma State,1998,11,5,6,0,,,7.1,7.6,36.2,30.7,Bob,Simmons,
Oklahoma State,1999,11,5,6,0,,,-0.3,0.3,30.1,30.4,Bob,Simmons,
Oklahoma State,2000,11,3,8,0,,,-5.7,-3.7,27.8,31.6,Bob,Simmons,
BYU,2016,13,9,4,0,,,7.3,8,29.6,23.1,Kalani,Sitake,2015-12-19T00:00:00.000Z
BYU,2017,13,4,9,0,,,-10.6,-7.4,18.6,25.8,Kalani,Sitake,2015-12-19T00:00:00.000Z
BYU,2018,13,7,6,0,,,3.2,6.2,28.9,22.3,Kalani,Sitake,2015-12-19T00:00:00.000Z
BYU,2019,13,7,6,0,,,-1.0,1.3,28.6,26.2,Kalani,Sitake,2015-12-19T00:00:00.000Z
Texas A&M,1998,14,11,3,0,14,11,18.6,24,34.9,11.3,R.C.,Slocum,
Texas A&M,1999,12,8,4,0,7,23,8.4,13.2,33.8,21.6,R.C.,Slocum,
Texas A&M,2000,12,7,5,0,,,12.8,18.3,38,21.3,R.C.,Slocum,
Texas A&M,2001,12,8,4,0,,,6.5,10.8,26.6,16.9,R.C.,Slocum,
Texas A&M,2002,12,6,6,0,23,,6.7,7.8,35,29,R.C.,Slocum,
Georgia,2016,13,8,5,0,18,,4.7,9.3,28,17.6,Kirby,Smart,2015-12-06T00:00:00.000Z
Georgia,2017,15,13,2,0,15,2,27.0,26.7,39.6,15.4,Kirby,Smart,2015-12-06T00:00:00.000Z
Georgia,2018,14,11,3,0,3,,26.3,32.9,45.9,14.2,Kirby,Smart,2015-12-06T00:00:00.000Z
Georgia,2019,14,12,2,0,3,4,21.7,26.8,34.2,10,Kirby,Smart,2015-12-06T00:00:00.000Z
Louisville,1998,12,7,5,0,,,-2.1,0.8,44.5,42.5,John,Smith,
Louisville,1999,12,7,5,0,,,7.3,11.4,44.1,35.1,John,Smith,
Louisville,2000,12,9,3,0,,,5.3,10.8,39.2,30.4,John,Smith,
Louisville,2001,13,11,2,0,,17,9.8,14,35.6,23.1,John,Smith,
Louisville,2002,13,7,6,0,17,,1.2,3.1,33.6,32,John,Smith,
Michigan State,2003,13,8,5,0,,,8.2,11.1,35.4,26.4,John,Smith,
Michigan State,2004,12,5,7,0,,,4.2,4.9,36.8,33.6,John,Smith,
Michigan State,2005,11,5,6,0,,,11.1,12.9,40.1,27.2,John,Smith,
Michigan State,2006,12,4,8,0,,,-2.5,-1.3,25,26.7,John,Smith,
Arkansas,2012,12,4,8,0,10,,2.6,11.6,36.5,24.8,John,Smith,
Oregon State,2018,12,2,10,0,,,-16.0,-16,28.8,43.4,Jonathan,Smith,2017-11-29T00:00:00.000Z
Oregon State,2019,12,5,7,0,,,3.0,-0.7,33.8,32.8,Jonathan,Smith,2017-11-29T00:00:00.000Z
Missouri,1998,12,8,4,0,,21,17.7,23.2,39.3,17.5,Larry,Smith,
Missouri,1999,11,4,7,0,,,-4.9,-0.5,32.9,33.6,Larry,Smith,
Missouri,2000,11,3,8,0,,,-5.0,-5.2,30.3,34.9,Larry,Smith,
Illinois,2016,12,3,9,0,,,-10.1,-6.7,22.7,29.5,Lovie,Smith,
Illinois,2017,12,2,10,0,,,-11.4,-7.4,21.6,29.9,Lovie,Smith,
Illinois,2018,12,4,8,0,,,-10.5,-7.9,29.1,38.6,Lovie,Smith,
Illinois,2019,13,6,7,0,,,-0.4,0.6,24.4,25.8,Lovie,Smith,
Kansas State,1998,13,11,2,0,6,10,27.1,28.6,49.8,24.1,Bill,Snyder,
Kansas State,1999,12,11,1,0,20,6,18.8,21.8,40.8,21.3,Bill,Snyder,
Kansas State,2000,14,11,3,0,8,9,18.2,22.7,44.6,25.2,Bill,Snyder,
Kansas State,2001,12,6,6,0,13,,12.4,17.1,34.6,19,Bill,Snyder,
Kansas State,2002,13,11,2,0,,7,26.2,25.3,44.4,21.8,Bill,Snyder,
Kansas State,2003,15,11,4,0,7,14,20.0,25.8,43,19.2,Bill,Snyder,
Kansas State,2004,11,4,7,0,13,,3.2,7.9,40.8,34.9,Bill,Snyder,
Kansas State,2005,11,5,6,0,,,-2.3,6.1,25.9,19.8,Bill,Snyder,
Kansas State,2009,12,6,6,0,,,-0.3,5,25.1,20.3,Bill,Snyder,
Kansas State,2010,13,7,6,0,,,3.5,8.6,34.4,27.4,Bill,Snyder,
Kansas State,2011,13,10,3,0,,15,12.9,7.6,32.1,24.6,Bill,Snyder,
Kansas State,2012,13,11,2,0,22,12,22.5,22.7,41.8,20.4,Bill,Snyder,
Kansas State,2013,13,8,5,0,,,14.4,21.7,40.4,20,Bill,Snyder,
Kansas State,2014,13,9,4,0,20,18,18.5,16.3,37.7,23.2,Bill,Snyder,
Kansas State,2015,13,6,7,0,,,2.1,2.6,32.2,30.8,Bill,Snyder,
Kansas State,2016,13,9,4,0,,,9.7,8.2,34.2,27.2,Bill,Snyder,
Kansas State,2017,13,8,5,0,20,,7.3,10.9,34.4,26.1,Bill,Snyder,
Kansas State,2018,12,5,7,0,,,3.9,-0.5,27.2,27.5,Bill,Snyder,
Arizona State,1998,11,5,6,0,8,,2.1,2.5,38.5,36.2,Bruce,Snyder,
Arizona State,1999,12,6,6,0,25,,-1.5,0.3,30.3,30.7,Bruce,Snyder,
Arizona State,2000,12,6,6,0,,,5.9,6,33.5,29.5,Bruce,Snyder,
Marshall,2005,11,4,7,0,,,-13.0,-9.4,18.6,27.9,Mark,Snyder,
Marshall,2006,12,5,7,0,,,-8.3,-7.9,26.7,34.2,Mark,Snyder,
Marshall,2007,12,3,9,0,,,-10.2,-9.1,31.1,39.4,Mark,Snyder,
Marshall,2008,12,4,8,0,,,-10.5,-4.2,23.2,27.4,Mark,Snyder,
Marshall,2009,13,7,6,0,,,-5.4,-6.1,21.1,28.3,Mark,Snyder,
Nebraska,1998,13,9,4,0,4,19,20.2,22.7,39.1,17.5,Frank,Solich,
Nebraska,1999,13,12,1,0,6,3,25.2,30.1,42.5,12.7,Frank,Solich,
Nebraska,2000,12,10,2,0,1,8,23.3,24.9,48.3,27.3,Frank,Solich,
Nebraska,2001,13,11,2,0,4,8,19.4,23,42.2,21.5,Frank,Solich,
Nebraska,2002,14,7,7,0,10,,6.7,8.2,34.6,28.2,Frank,Solich,
Nebraska,2003,12,9,3,0,,19,11.3,14.7,30.3,16.5,Frank,Solich,
Ohio,2005,11,4,7,0,,,-14.8,-20.8,15.1,35.8,Frank,Solich,
Ohio,2006,14,9,5,0,,,-5.5,-9.5,12.6,23.2,Frank,Solich,
Ohio,2007,12,6,6,0,,,-11.8,-11.3,22.9,34.8,Frank,Solich,
Ohio,2008,12,4,8,0,,,-9.5,-9.3,21.6,29.7,Frank,Solich,
Ohio,2009,14,9,5,0,,,-4.3,-8.6,15.6,24.3,Frank,Solich,
Ohio,2010,13,8,5,0,,,-11.0,-6.6,21,29,Frank,Solich,
Ohio,2011,14,10,4,0,,,-1.5,0.9,30.3,30.8,Frank,Solich,
Ohio,2012,13,9,4,0,,,-7.3,-8,23.8,32.1,Frank,Solich,
Ohio,2013,13,7,6,0,,,-10.9,-11.4,22.5,33.5,Frank,Solich,
Ohio,2014,12,6,6,0,,,-14.7,-11.7,17.8,28.2,Frank,Solich,
Ohio,2015,13,8,5,0,,,-4.9,-0.5,24.5,26.6,Frank,Solich,
Ohio,2016,14,8,6,0,,,-4.6,-2.1,22,25.8,Frank,Solich,
Ohio,2017,13,9,4,0,,,2.8,3.3,32.2,30.6,Frank,Solich,
Ohio,2018,13,9,4,0,,,7.4,4,38.2,35,Frank,Solich,
Ohio,2019,13,7,6,0,,,-4.7,3.7,35.9,33.5,Frank,Solich,
Texas State,2019,12,3,9,0,,,-18.8,-16.2,17.6,33,Jake,Spavital,2018-11-28T00:00:00.000Z
Boston College,2009,13,8,5,0,,,5.6,12.7,27.1,15.9,Frank,Spaziani,
Boston College,2010,13,7,6,0,,,1.4,7.1,19.9,13.5,Frank,Spaziani,
Boston College,2011,12,4,8,0,,,-6.2,-4.5,21,24.9,Frank,Spaziani,
Boston College,2012,12,2,10,0,,,-9.5,-2.8,23.6,27.3,Frank,Spaziani,
Florida,1998,12,10,2,0,3,5,20.4,24.1,38.2,14.4,Steve,Spurrier,
Florida,1999,13,9,4,0,5,12,16.4,21.7,40.8,21.5,Steve,Spurrier,
Florida,2000,13,10,3,0,9,10,20.4,28.2,46.3,21,Steve,Spurrier,
Florida,2001,12,10,2,0,1,3,30.4,32.3,50.1,20.2,Steve,Spurrier,
South Carolina,2005,12,7,5,0,,,3.3,6.3,26.3,20,Steve,Spurrier,
South Carolina,2006,13,8,5,0,,,12.7,19.1,38,20.2,Steve,Spurrier,
South Carolina,2007,12,6,6,0,,,8.8,16.2,33.2,18.4,Steve,Spurrier,
South Carolina,2008,13,7,6,0,,,7.0,7.8,23.7,16.3,Steve,Spurrier,
South Carolina,2009,13,7,6,0,,,7.7,13.9,27,13.2,Steve,Spurrier,
South Carolina,2010,14,9,5,0,,22,15.6,20.3,38.6,19,Steve,Spurrier,
South Carolina,2011,13,11,2,0,12,9,13.8,18.6,33.3,14.6,Steve,Spurrier,
South Carolina,2012,13,11,2,0,9,8,18.8,16.1,33.2,15.5,Steve,Spurrier,
South Carolina,2013,13,11,2,0,6,4,17.7,19.8,40.7,20.6,Steve,Spurrier,
South Carolina,2014,13,7,6,0,9,,7.4,17.4,43.6,26.5,Steve,Spurrier,
South Carolina,2015,6,2,4,0,,,1.4,3.4,31.3,28.6,Steve,Spurrier,
Baylor,1999,11,1,10,0,,,-21.4,-23.8,19.5,39.8,Kevin,Steele,
Baylor,2000,11,2,9,0,,,-16.9,-16.7,22,36.7,Kevin,Steele,
Baylor,2001,11,3,8,0,,,-13.0,-12.8,24.9,35.1,Kevin,Steele,
Baylor,2002,12,3,9,0,,,-19.2,-16,28.6,40.8,Kevin,Steele,
West Virginia,2008,13,9,4,0,8,23,6.3,6.2,25.5,21.1,Bill,Stewart,
West Virginia,2009,13,9,4,0,,25,7.3,13.8,31.1,19,Bill,Stewart,
West Virginia,2010,13,9,4,0,25,,10.0,16.2,26.9,9.6,Bill,Stewart,
Middle Tennessee,2006,13,7,6,0,,,-6.3,-13.5,14.8,28.1,Rick,Stockstill,2005-12-12T00:00:00.000Z
Middle Tennessee,2007,12,5,7,0,,,-7.5,-16.1,20,35.1,Rick,Stockstill,2005-12-12T00:00:00.000Z
Middle Tennessee,2008,12,5,7,0,,,-12.1,-15,17.2,31.6,Rick,Stockstill,2005-12-12T00:00:00.000Z
Middle Tennessee,2009,13,10,3,0,,,0.3,-2.1,23.5,25.2,Rick,Stockstill,2005-12-12T00:00:00.000Z
Middle Tennessee,2010,13,6,7,0,,,-15.9,-12.5,19.4,32.8,Rick,Stockstill,2005-12-12T00:00:00.000Z
